SiteName,Lat,Lon,State,DoiRegion,Huc6,DataUnits,DataValue,DataDate,DateQueried,DataDateMax,DataDateP90,DataDateP75,DataDateP50,DataDateP25,DataDateP10,DataDateMin,DataDateAvg,DataValuePctMdn,DataValuePctAvg,StatsPeriod,MaxCapacity,ActiveCapacity,PctFull,TeacupUrl,DataUrl,Comment
Little Lake Alice (Little Lake Alice Dam),41.9625,-103.5722,NE,Missouri Basin,101800,af,23,04/10/1997,04/10/1997,136,125.3,119,50.5,24,18.800000000000004,7,65.70000000000002,0.45544554455445546,0.35007610350076096,10/1/1990 - 9/30/2020,1166,1143,0.01972555746140652,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/394?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lemon Reservoir (Lemon Dam),37.39538,-107.66269,CO,Upper Colorado Basin,140801,af,13423,04/10/1997,04/10/1997,37059,27071.820000000007,24677.75,19099.05,14563.75,9526.7,6740,19853.573333333337,0.7028098256195989,0.6760999531234679,10/1/1990 - 9/30/2020,40146,39030,0.3343546056892343,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/395?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lake Elwell (Tiber Dam),48.3183,-111.0908,MT,Missouri Basin,100302,af,810110,04/10/1997,04/10/1997,858565,812722.8,788531.75,750784.5,713759,682627.6000000001,642433,751849,1.0790180138242065,1.0774902939287012,10/1/1990 - 9/30/2020,1328723,774393,0.6096906578722578,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/396?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lewiston Lake (Lewiston Dam),40.727,-122.793,CA,California-Great Basin,180102,af,13601.8,04/10/1997,04/10/1997,14352,14257.3,14176.25,13967.15,13705.25,13590.5,13491.5,13940.096666666666,0.9738421940052192,0.9757321147223036,10/1/1990 - 9/30/2020,14660,2890,0.9278171896316508,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/397?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lake Minatare (Minatare Dam),41.9183,-103.4886,NE,Missouri Basin,101800,af,37139,04/10/1997,04/10/1997,38573,35112.200000000004,31702.5,28233,16307,9684.000000000002,7066,25021.5,1.3154464633584813,1.4842835161760886,10/1/1990 - 9/30/2020,58795,58697,0.6316693596394252,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/399?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lost Creek Reservoir (Lost Creek Dam),41.18887,-111.39628,UT,Upper Colorado Basin,160201,af,0,04/07/1997,04/10/1997,21831,18545.1,17169,14697,10888.9475,7224.799999999999,1284,13634.374642857145,0,0,10/1/1990 - 9/30/2020,22510,20010,0,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/400?parameter-name=Storage&datetime=1997-04-07/1997-04-08&f=csv,
Lake Tschida (Heart Butte Dam),46.5967,-101.8094,ND,Missouri Basin,101302,af,75168,04/10/1997,04/10/1997,98618,75496.70000000001,70425,67753.5,62243.5,54200.52,38696.9,66354.4,1.109433461002015,1.1328261577227736,10/1/1990 - 9/30/2020,212696,208368,0.3534057998269831,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/402?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lovewell Reservoir (Lovewell Dam),39.8845,-98.0281,KS,Missouri Basin,102500,af,40510,04/10/1997,04/10/1997,48190,44793.9,40512.925,36493,33346.25,31399,25518,37153.93,1.1100759049680762,1.0903288023635722,10/1/1990 - 9/30/2020,86131,74487,0.4703300786012005,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/404?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
McGee Creek Reservoir (McGee Creek Dam),34.3145,-95.875,OK,Arkansas-Rio Grande-Texas Gulf,111401,af,113547,04/10/1997,04/10/1997,181145,119789.4,116192,114004,112937,106042.6,80642.4,115531.9103448276,0.9959913687239044,0.982819375712708,10/1/1990 - 9/30/2020,199276,193328,0.5697976675565547,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/408?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
McPhee Reservoir (McPhee Dam),37.53968,-108.54219,CO,Upper Colorado Basin,140300,af,349593,04/10/1997,04/10/1997,358646,340352.8,327121.75,286378,240753,194731.5,177623,279085.5,1.2207397216266611,1.2526376325534647,10/1/1990 - 9/30/2020,381200,229200,0.917085519412382,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/410?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Meeks Cabin Reservoir (Meeks Cabin Dam),41.01664,-110.58344,WY,Upper Colorado Basin,140401,af,11324,04/10/1997,04/10/1997,28583,21352.800000000003,17398,12657,10247,8655,5592,14293.44,0.8946827842300703,0.7922515503615645,10/1/1990 - 9/30/2020,32470,29480,0.34875269479519555,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/411?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Millerton Lake (Friant Dam),37.001,-119.705,CA,California-Great Basin,180400,af,286900,04/10/1997,04/10/1997,498152,481447.8000000001,444147.5,401306,295256.25,263869.1,166257,370827.6666666666,0.7149157999132831,0.7736747437938378,10/1/1990 - 9/30/2020,520500,433800,0.5512007684918347,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/413?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Moon Lake (Moon Lake Dam),40.57445,-110.50665,UT,Upper Colorado Basin,140600,af,24413,04/10/1997,04/10/1997,36023,34160.2,28287,24917,18103,13691.8,12443,24042.72,0.979772845848216,1.015400919696274,10/1/1990 - 9/30/2020,53633,37848,0.4551861726921858,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/416?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Morrow Point Reservoir (Morrow Point Dam),38.44437,-107.50955,CO,Upper Colorado Basin,140200,af,107791,04/10/1997,04/10/1997,116704,113758.9,112168,109706,107864.25,106699.7,105159,110144.9,0.9825442546442308,0.9786290604467388,10/1/1990 - 9/30/2020,117190,42120,0.919796910999232,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/417?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Merritt Reservoir (Merritt Dam),42.635,-100.8722,NE,Missouri Basin,101500,af,69668,04/10/1997,04/10/1997,73482.6,71491.66,70226,64966,63604,61931,60591,66619.708,1.0723763199211895,1.0457566100409807,10/1/1990 - 9/30/2020,66726,62064,1.0440907592242905,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/418?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Mt. Elbert Forebay (Mt. Elbert Forebay Dam),39.1022,-106.3533,CO,Upper Colorado Basin,110200,af,,,04/10/1997,8868,8803.4,8710,8618,8464,7848.6,7434,8471.384615384615,,,10/1/1990 - 9/30/2020,11143,7318,,,,
Lake Nasworthy (Nasworthy Dam),31.3886,-100.4781,TX,Arkansas-Rio Grande-Texas Gulf,120901,af,9277.88,04/10/1997,04/10/1997,10550,9670.796,9099.5,8789.74,8263.64,7876.890000000001,5739.37,8675.500689655173,1.055535203544132,1.069434529705371,10/1/1990 - 9/30/2020,,,,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/421?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lake Natoma (Nimbus Dam),38.65,-121.183,CA,California-Great Basin,180201,af,8376,04/10/1997,04/10/1997,8391,8144.330000000001,8020,7784.65,7546.875,7414.8,7173,7798.17,1.07596359502354,1.0740981537976215,10/1/1990 - 9/30/2020,8760,2800,0.9561643835616438,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/422?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Navajo Reservoir (Navajo Dam),36.85932,-107.53047,NM,Upper Colorado Basin,140801,af,1294440,04/10/1997,04/10/1997,1616250,1556100.0000000002,1475937.5,1329110,1242750,991578.7,812661,1316347.566666667,0.9739148753677273,0.9833573083420952,10/1/1990 - 9/30/2020,1713900,1039500,0.7552599334850342,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/423?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Nelson Reservoir (Nelson Dikes),48.5297,-107.5186,MT,Missouri Basin,100500,af,56710.6,04/10/1997,04/10/1997,77830,74926.4,70790,60906,53584.95,46504.04,30147,60058.81481481482,0.9311168029422388,0.9442510674721322,10/1/1990 - 9/30/2020,78950,60810,0.7183103229892337,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/424?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Newton Reservoir (Newton Dam),41.8998,-111.97562,UT,Upper Colorado Basin,160102,af,5464,04/07/1997,04/10/1997,5374,5172.000000000001,4948.705,3736.5,2486,2088.4,1355,3730.937727272727,1.4623310584771845,1.4645111763883878,10/1/1990 - 9/30/2020,5594,5374,0.9767608151590992,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/425?parameter-name=Storage&datetime=1997-04-07/1997-04-08&f=csv,
Lake Estes (Olympus Dam),40.373,-105.4878,CO,Upper Colorado Basin,101900,af,2509,04/10/1997,04/10/1997,2782,2735,2634,2596,2509,2395.6,2189,2568.4,0.9664869029275808,0.9768727612521414,10/1/1990 - 9/30/2020,2783,2470,0.9015450952209846,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/429?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Paonia Reservoir (Paonia Dam),38.9442,-107.3517,CO,Upper Colorado Basin,140200,af,1054.18,04/10/1997,04/10/1997,10109.3,7722.505,6452.425,3354.19,1794.58,1034.087,540.86,3986.497333333333,0.3142875030931462,0.2644376533718991,10/1/1990 - 9/30/2020,15522,15514,0.06791521711119701,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/431?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Pathfinder Reservoir (Pathfinder Dam),42.4681,-106.8536,WY,Upper Colorado Basin,101800,af,904819,04/10/1997,04/10/1997,990753,972982,874023,590065,316172.75,244341.2,207076,596673.6666666667,1.533422589036801,1.51643863396016,10/1/1990 - 9/30/2020,1070185,1038780,0.8454790526871522,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/433?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Pilot Butte Reservoir (Pilot Butte Dam),43.2,-108.75,WY,Upper Colorado Basin,100800,af,28610,04/10/1997,04/10/1997,36010,32953.94,29790.5,28281,27603.25,27173.7,25907,29227.18666666667,1.0116332520066476,0.978883131185166,10/1/1990 - 9/30/2020,33721,29918,0.8484327273805641,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/435?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Pineview Reservoir (Pineview Dam),41.26543,-111.80998,UT,Upper Colorado Basin,160201,af,45596,04/10/1997,04/10/1997,98382,86525.5,81230,71772.7,59278.5,55672.329999999994,45596,70842.37666666666,0.6352833319632674,0.6436260631760284,10/1/1990 - 9/30/2020,110150,110149,0.4139446209714026,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/437?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Pinewood Lake (Rattlesnake Dam),40.368,-105.2864,CO,Upper Colorado Basin,101900,af,,,04/10/1997,1873.19,1828.525,1808.1575,1481.395,1331.675,1146.075,783,1496.6031818181818,,,10/1/1990 - 9/30/2020,2104,1561,,,,
Pishkun Reservoir (Pishkun Dikes),47.6767,-112.4967,MT,Missouri Basin,100301,af,35337.5,04/10/1997,04/10/1997,45379,36882.53999999999,35489.475,35094.55,26179.75,19464.8,16008,31669.48214285714,1.0069227273180592,1.1158218451630146,10/1/1990 - 9/30/2020,46694,30686,0.7567888807983895,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/443?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Pactola Reservoir (Pactola Dam),44.0722,-103.4881,SD,Missouri Basin,101201,af,54576,04/10/1997,04/10/1997,55949,55553.3,55048.25,54388.9,49969.25,37583.600000000006,25042.3,49952.793333333335,1.0034400401552523,1.092551514303037,10/1/1990 - 9/30/2020,99029,98012,0.5511112906320371,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/444?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Pueblo Reservoir (Pueblo Dam),38.2597,-104.7181,CO,Upper Colorado Basin,110200,af,250100,04/10/1997,04/10/1997,266357,261500.4,250166,229765,177762.5,142765.19999999998,111494,212839.73333333337,1.0885034709376973,1.1750625509773238,10/1/1990 - 9/30/2020,338374,312773,0.7391229822622305,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/445?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Red Fleet Reservoir (Red Fleet Dam),40.57832,-109.42853,UT,Upper Colorado Basin,140600,af,18383,04/10/1997,04/10/1997,23607,21844.56,21126,19738.65,17631.65,13405.8,12121,18837.323333333337,0.9313200244190964,0.9758817468228412,10/1/1990 - 9/30/2020,26000,22000,0.7070384615384615,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/447?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Ridgway Reservoir (Ridgway Dam),38.22281,-107.74781,CO,Upper Colorado Basin,140200,af,66027,04/10/1997,04/10/1997,79071,74497.2,72675,67487.5,63615.25,59380.4,51331,67653.36666666667,0.978358955362104,0.9759602995859776,10/1/1990 - 9/30/2020,84410,59396,0.7822177467124748,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/448?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Rockport Lake (Wanship Dam),40.77498,-111.39859,UT,Upper Colorado Basin,160201,af,26706,04/10/1997,04/10/1997,55100,51241.4,47950.425,40731.5,35160.25,28060.6,24901,40660.676666666666,0.6556596246148558,0.6568016616873813,10/1/1990 - 9/30/2020,62120,55179,0.4299098518995493,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/453?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Ruedi Reservoir (Ruedi Dam),39.3639,-106.818,CO,Upper Colorado Basin,140100,af,62560.3,04/10/1997,04/10/1997,74924.4,67897.48000000001,66769.85,64118.15,62386,56064.21000000001,36439,62937.14333333333,0.9757034474637836,0.994012385796771,10/1/1990 - 9/30/2020,102373,101278,0.6111015599816358,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/456?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Santa Rosa Lake (Santa Rosa Dam),35.028332,-104.6883,NM,Upper Colorado Basin,130600,af,,,04/10/1997,100105.000002,93446.7999992,69996.49999825,54129.4999995,24262.49999925,17388.100002600004,2790.000003,49275.888889277776,,,10/1/1990 - 9/30/2020,801174,,,,,
Scofield Reservoir (Scofield Dam),39.77656,-111.05074,UT,Upper Colorado Basin,140600,af,18512,04/10/1997,04/10/1997,54067,48643.399999999994,34248,25672.6,17867,12572.76,7714.45,27910.34655172414,0.7210800620116389,0.6632665762746123,10/1/1990 - 9/30/2020,73600,65800,0.2515217391304348,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/466?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Seminoe Reservoir (Seminoe Dam),42.1558,-106.9081,WY,Upper Colorado Basin,101800,af,624499,04/10/1997,04/10/1997,833041,741967.1000000001,710479.75,594552,347993.75,289553.2,191979,533954.9333333333,1.0503690173441516,1.1695724882649272,10/1/1990 - 9/30/2020,1017273,985603,0.613895188410584,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/467?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Shasta Lake (Shasta Dam),40.718,-122.42,CA,California-Great Basin,180201,af,3848070,04/10/1997,04/10/1997,4273150,4178094,4045350,3922230,3651632.5,2686879,2125680,3702098,0.981092388768634,1.039429534280292,10/1/1990 - 9/30/2020,4552090,3964960,0.8453413706671001,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/471?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Shadow Mountain Lake (Shadow Mountain Dam),40.2072,-105.8417,CO,Upper Colorado Basin,140100,af,17835.8,04/10/1997,04/10/1997,17965.1,17929.2,17853.8,17808.9,17762.2,17726.3,17559.4,17811.356666666667,1.0015104807146986,1.0013723453968602,10/1/1990 - 9/30/2020,18369,1839,0.9709728346671022,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/473?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Lake Sherburne (Lake Sherburne Dam),48.8283,-113.5211,MT,Missouri Basin,090400,af,32230,04/10/1997,04/10/1997,58567,44084.3,39454.5,29629.9,21737.75,16526.079999999998,10181.8,30706.576666666668,1.0877525742577598,1.0496122817554936,10/1/1990 - 9/30/2020,66147,64248,0.4872480989311685,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/475?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Shadehill Reservoir (Shadehill Dam),45.7533,-102.2033,SD,Missouri Basin,101303,af,127877,04/10/1997,04/10/1997,143408,136295.6,126792.5,111202,91398.75,81747.3,62796,108829.1,1.1499523389867088,1.1750257973281042,10/1/1990 - 9/30/2020,350176,306307,0.36517922416156445,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/476?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Silver Jack Reservoir (Silver Jack Dam),38.2328,-107.5411,CO,Upper Colorado Basin,140200,af,7162,04/10/1997,04/10/1997,11930,9233.2,7803,6096,3637,3203.4,1980,5926.689655172414,1.1748687664041997,1.208431758148411,10/1/1990 - 9/30/2020,13520,12820,0.5297337278106509,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/477?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Starvation Reservoir (Starvation Dam),40.19324,-110.44722,UT,Upper Colorado Basin,140600,af,130625,04/10/1997,04/10/1997,166335,164695.5,163164.5,156274,139673.25,133858.69999999998,117103,151164.63333333333,0.8358716101206854,0.8641240819336269,10/1/1990 - 9/30/2020,164118,149460,0.7959212274095467,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/484?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Stateline Reservoir (Stateline Dam),40.98291,-110.39038,UT,Upper Colorado Basin,140401,af,4149,04/10/1997,04/10/1997,10735,7889.5,7006.75,5765,4337.25,3758,2992,5904.423076923077,0.7196877710320903,0.7026935478617724,10/1/1990 - 9/30/2020,14000,12000,0.2963571428571429,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/485?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Steinaker Reservoir (Steinaker Dam),40.51456,-109.53275,UT,Upper Colorado Basin,140600,af,23898,04/10/1997,04/10/1997,34481,33167.76,27583.775,23601.5,16405.275,11447.14,-3694,21709.036666666667,1.012562760841472,1.1008318962717676,10/1/1990 - 9/30/2020,40043,34955,0.596808430936743,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/486?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Strawberry Reservoir (Soldier Creek Dam),40.16882,-111.1311,UT,Upper Colorado Basin,140600,af,858455,04/10/1997,04/10/1997,996830,979710.8,947951.5,860064.5,786099,488982.8,375590,817252.1,0.9981286287249388,1.0504163892634844,10/1/1990 - 9/30/2020,1106500,951360,0.7758291911432444,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/488?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Sumner Lake (Sumner Dam),34.62884,-104.3924,NM,Upper Colorado Basin,130600,,,,04/10/1997,,,,,,,,,,,10/1/1990 - 9/30/2020,124119,126813,,,,
Taylor Park Reservoir (Taylor Park Dam),38.83269,-106.58564,CO,Upper Colorado Basin,140200,af,50067,04/10/1997,04/10/1997,80332,73595.1,71339.5,68828,62787,57037.7,39174,66481.03333333334,0.7274219794269774,0.7531020125539564,10/1/1990 - 9/30/2020,106225,106210,0.471329724641092,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/491?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Turquoise Lake (Sugar Loaf Dam),39.2528,-106.3742,CO,Upper Colorado Basin,110200,af,69405.5,04/10/1997,04/10/1997,121375,83328.68000000002,68844.025,62410.75,56188.425,47221.060000000005,33457.8,65046.02,1.1120760445916769,1.0670214718748356,10/1/1990 - 9/30/2020,129398,120478,0.5363722777786365,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/498?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Twin Lakes (Twin Lakes Dam),39.0803,-106.3139,CO,Upper Colorado Basin,110200,af,100284,04/10/1997,04/10/1997,131285,111493,107749.75,101039.5,92353.925,86393.61,81845.8,101200.36,0.9925227262605218,0.9909450914996744,10/1/1990 - 9/30/2020,141000,68000,0.7112340425531914,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/499?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Upper Stillwater Reservoir (Upper Stillwater Dam),40.56565,-110.70044,UT,Upper Colorado Basin,140600,af,1542,04/10/1997,04/10/1997,8835,8450.4,3263.75,1713,1575.25,1550.8,939,3202.3706666666667,0.9001751313485113,0.48151827521111445,10/1/1990 - 9/30/2020,32009,29884,0.0481739510762598,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/500?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Vallecito Reservoir (Vallecito Dam),37.38956,-107.55602,CO,Upper Colorado Basin,140801,af,47791,04/10/1997,04/10/1997,101284,91393.4,83484.975,75356,48949.75,35801.7,30255.7,69161.28333333333,0.6342029831732046,0.6910079989358209,10/1/1990 - 9/30/2020,129700,125400,0.368473400154202,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/501?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Waconda Lake (Glen Elder Dam),39.4961,-98.3133,KS,Missouri Basin,102600,af,220609,04/10/1997,04/10/1997,332089,229285.9,220545.25,208966,185465.25,167076.9,131187,205374.3,1.055717198013074,1.0741801676256475,10/1/1990 - 9/30/2020,942408,916171,0.234090754747413,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/504?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Webster Reservoir (Webster Dam),39.3914,-99.4258,KS,Missouri Basin,102600,af,84746.4,04/10/1997,04/10/1997,87627,84856.76,79892.5,63349.9,18906.5,11964.4,5622,52106.59333333333,1.337751125100434,1.6264045407433405,10/1/1990 - 9/30/2020,259510,255279,0.3265631382220338,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/506?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Willow Creek Reservoir (MT) (Willow Creek Dam),47.5467,-112.4292,MT,Missouri Basin,100301,af,10664.7,04/10/1997,04/10/1997,31720.1,30780.2,29231.5,27710,22626.975,14992.23,5204.41,25185.950333333338,0.3848682785997835,0.4234384590954023,10/1/1990 - 9/30/2020,31848,31847,0.33486247174076866,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/508?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Whiskeytown Lake (Whiskeytown Dam),40.598,-122.537,CA,California-Great Basin,180201,af,217230,04/10/1997,04/10/1997,233266,227518.1,221617.5,218567,212071.5,207660.3,203362,217914.7,0.9938828825943532,0.9968579448747604,10/1/1990 - 9/30/2020,241096,213554,0.90101038590437,,https://api.wwdh.internetofwater.app/collections/rise-edr/locations/509?parameter-name=Storage&datetime=1997-04-10/1997-04-11&f=csv,
Willard Bay Reservoir (Arthur V. Watkins Dam),41.37738,-112.08339,UT,Upper Colorado Basin,160201,af,,,04/10/1997,198418,194377.3,182914.5,152316,116121.25,89190.09999999999,66213,146498.4090909091,,,10/1/1990 - 9/30/2020,247302,202160,,,,
